customer_id,ticket_id,ticket_category,ticket_text,priority,created_at,sentiment_score,sentiment_label
171,585248,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,06/03/2025,-0.4215,Negative
172,171035,Technical,Best-in-class API documentation. We got up and running in a day.,Low,25/05/2025,0.75,Positive
172,386640,Account,Really appreciate the proactive check-in from our Success Manager.,Low,01/01/2025,0.8676,Positive
172,968786,Technical,Integration with Slack was seamless. Love the notifications.,Low,06/01/2025,0.6369,Positive
173,121902,Account,Updating our billing address who should I send this to?,Low,16/04/2025,0.0,Neutral
173,740715,Account,Our procurement department is questioning the ROI of this contract.,High,11/05/2025,-0.1027,Negative
173,552189,Account,The mobile app is crashing on startup after the iOS update.,Low,31/01/2025,-0.75,Negative
173,212130,Account,Incredible response time from the technical support team.,Low,29/03/2025,0.4019,Positive
173,893589,Account,Requesting a copy of the latest SOC2 Type II report.,Low,19/01/2025,0.0,Neutral
173,834748,Account,Super fast load times even with our massive database.,Low,27/01/2025,0.5994,Positive
174,835517,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,02/02/2025,-0.75,Negative
174,698552,Account,Security audit failed due to your outdated SSO implementation.,High,25/03/2025,-0.2263,Negative
174,622998,Account,The mobile app is crashing on startup after the iOS update.,Low,23/05/2025,-0.75,Negative
174,844455,Account,Incredible response time from the technical support team.,Low,29/04/2025,0.4019,Positive
174,469654,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,14/02/2025,-0.4215,Negative
174,949571,Account,Requesting a copy of the latest SOC2 Type II report.,Low,22/02/2025,0.0,Neutral
175,774375,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,26/03/2025,-0.75,Negative
175,590055,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,30/03/2025,-0.4118,Negative
175,293071,Account,How do I reset the password for a sub-user?,Low,27/05/2025,0.0,Neutral
175,244194,Account,"Major regression found in the latest deployment, reporting is broken.",High,15/04/2025,-0.4767,Negative
175,776868,Account,Does the current plan support multi-factor authentication?,Low,06/03/2025,0.0,Neutral
176,958343,Account,The new automated workflow saved our team 10 hours this week!,Low,08/01/2025,0.4753,Positive
177,467013,Account,Does the current plan support multi-factor authentication?,Low,28/03/2025,0.0,Neutral
177,798067,Technical,API documentation is inconsistent with the actual endpoints.,Low,28/01/2025,-0.75,Negative
178,420782,Account,Does the current plan support multi-factor authentication?,Low,16/02/2025,0.0,Neutral
178,629110,Account,How do I reset the password for a sub-user?,Low,08/03/2025,0.0,Neutral
178,371345,Account,Requesting a copy of the latest SOC2 Type II report.,Low,19/04/2025,0.0,Neutral
179,482028,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,25/03/2025,-0.75,Negative
179,319881,Account,The mobile app is crashing on startup after the iOS update.,Low,13/04/2025,-0.75,Negative
179,632165,Technical,API documentation is inconsistent with the actual endpoints.,Low,27/04/2025,-0.75,Negative
179,382539,Account,Quick question about the upcoming webinar schedule.,Low,27/03/2025,0.0,Neutral
179,752976,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,11/02/2025,-0.75,Negative
179,601428,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,18/04/2025,-0.4576,Negative
180,639601,Technical,Integration with Slack was seamless. Love the notifications.,Low,22/03/2025,0.6369,Positive
180,191842,Technical,API documentation is inconsistent with the actual endpoints.,Low,07/03/2025,-0.75,Negative
181,494373,Account,Super fast load times even with our massive database.,Low,04/03/2025,0.5994,Positive
182,355497,Account,Incredible response time from the technical support team.,Low,18/05/2025,0.4019,Positive
182,273180,Account,The dashboard is beautiful and very intuitive for our executives.,Low,07/02/2025,0.5994,Positive
182,540255,Account,Our procurement department is questioning the ROI of this contract.,Low,18/05/2025,-0.1027,Negative
182,145743,Account,Does the current plan support multi-factor authentication?,Low,28/04/2025,0.0,Neutral
183,223757,Technical,Is there a limit on the number of API calls per minute?,Low,10/01/2025,0.0,Neutral
184,614424,Account,The new automated workflow saved our team 10 hours this week!,Low,02/03/2025,0.4753,Positive
184,108445,Account,Requesting a copy of the latest SOC2 Type II report.,Low,07/04/2025,0.0,Neutral
184,749646,Account,The custom reporting tool is a game changer for our QBRs.,Low,09/05/2025,0.75,Positive
185,980896,Account,Our procurement department is questioning the ROI of this contract.,High,10/01/2025,-0.1027,Negative
185,884263,Account,The mobile app is crashing on startup after the iOS update.,Low,01/02/2025,-0.75,Negative
185,343987,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,03/01/2025,-0.4576,Negative
185,133632,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,21/02/2025,-0.4118,Negative
185,268506,Account,The dashboard is beautiful and very intuitive for our executives.,Low,12/01/2025,0.5994,Positive
185,975869,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,15/04/2025,-0.75,Negative
186,450001,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,24/01/2025,-0.4215,Negative
186,689889,Account,Requesting a copy of the latest SOC2 Type II report.,Low,28/03/2025,0.0,Neutral
187,335018,Account,How do I reset the password for a sub-user?,Low,15/03/2025,0.0,Neutral
188,781046,Account,The custom reporting tool is a game changer for our QBRs.,Low,25/04/2025,0.75,Positive
188,708616,Account,"Major regression found in the latest deployment, reporting is broken.",High,10/01/2025,-0.4767,Negative
188,130152,Account,Really appreciate the proactive check-in from our Success Manager.,Low,21/05/2025,0.8676,Positive
188,840782,Account,Updating our billing address who should I send this to?,Low,16/05/2025,0.0,Neutral
189,356343,Account,Higher ROI than the previous vendor we used. Great value.,Low,20/03/2025,0.7579,Positive
190,966023,Technical,Is there a limit on the number of API calls per minute?,Low,27/04/2025,0.0,Neutral
190,911851,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,24/05/2025,-0.4215,Negative
190,680907,Technical,Best-in-class API documentation. We got up and running in a day.,Low,09/05/2025,0.75,Positive
190,313086,Account,Super fast load times even with our massive database.,Low,26/03/2025,0.5994,Positive
191,715142,Account,Incredible response time from the technical support team.,Low,21/04/2025,0.4019,Positive
191,740452,Account,How do I reset the password for a sub-user?,Low,10/01/2025,0.0,Neutral
191,309297,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,26/02/2025,-0.4215,Negative
191,206108,Account,"Major regression found in the latest deployment, reporting is broken.",High,24/02/2025,-0.4767,Negative
191,126337,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,22/03/2025,-0.4118,Negative
192,763874,Account,Requesting a copy of the latest SOC2 Type II report.,Low,04/02/2025,0.0,Neutral
192,962514,Account,Super fast load times even with our massive database.,Low,04/03/2025,0.5994,Positive
193,700056,Technical,Integration with Slack was seamless. Love the notifications.,Low,12/05/2025,0.6369,Positive
193,303950,Account,Our procurement department is questioning the ROI of this contract.,High,23/01/2025,-0.1027,Negative
193,578024,Account,Security audit failed due to your outdated SSO implementation.,High,26/04/2025,-0.2263,Negative
193,966478,Account,"Major regression found in the latest deployment, reporting is broken.",High,28/05/2025,-0.4767,Negative
194,311302,Account,Our procurement department is questioning the ROI of this contract.,Low,21/02/2025,-0.1027,Negative
194,743862,Account,Incredible response time from the technical support team.,Low,17/03/2025,0.4019,Positive
195,584644,Account,Requesting a copy of the latest SOC2 Type II report.,Low,15/04/2025,0.0,Neutral
195,627841,Technical,Best-in-class API documentation. We got up and running in a day.,Low,24/05/2025,0.75,Positive
196,674811,Account,Really appreciate the proactive check-in from our Success Manager.,Low,30/05/2025,0.8676,Positive
196,857191,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,17/02/2025,-0.4215,Negative
196,776879,Account,The dashboard is beautiful and very intuitive for our executives.,Low,10/04/2025,0.5994,Positive
196,233288,Account,The latest feature release is exactly what we were looking for.,Low,15/05/2025,0.75,Positive
197,329063,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,12/02/2025,-0.75,Negative
197,219601,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,14/04/2025,-0.4118,Negative
197,759124,Account,"Major regression found in the latest deployment, reporting is broken.",High,06/04/2025,-0.4767,Negative
197,616990,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,27/02/2025,-0.4215,Negative
197,755951,Account,Security audit failed due to your outdated SSO implementation.,High,22/02/2025,-0.2263,Negative
197,252665,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,21/05/2025,-0.4576,Negative
198,988077,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,09/05/2025,-0.4576,Negative
198,513410,Account,Security audit failed due to your outdated SSO implementation.,High,11/02/2025,-0.2263,Negative
198,823675,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,05/03/2025,-0.75,Negative
198,897744,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,19/05/2025,-0.75,Negative
198,358147,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,28/03/2025,-0.4118,Negative
198,562731,Technical,Integration with Slack was seamless. Love the notifications.,Low,04/02/2025,0.6369,Positive
198,566387,Account,Updating our billing address who should I send this to?,Low,29/01/2025,0.0,Neutral
199,777825,Account,The custom reporting tool is a game changer for our QBRs.,Low,01/01/2025,0.75,Positive
200,915264,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,06/05/2025,-0.75,Negative
200,920055,Account,The latest feature release is exactly what we were looking for.,Low,13/02/2025,0.75,Positive
201,716633,Account,The mobile app is crashing on startup after the iOS update.,Low,12/03/2025,-0.75,Negative
201,617635,Account,Super fast load times even with our massive database.,Low,17/04/2025,0.5994,Positive
201,653648,Account,"Major regression found in the latest deployment, reporting is broken.",High,26/04/2025,-0.4767,Negative
202,185501,Technical,Is there a limit on the number of API calls per minute?,Low,07/02/2025,0.0,Neutral
203,961262,Account,Our procurement department is questioning the ROI of this contract.,High,23/04/2025,-0.1027,Negative
203,135831,Account,"Major regression found in the latest deployment, reporting is broken.",High,02/04/2025,-0.4767,Negative
203,492469,Account,Incredible response time from the technical support team.,Low,02/04/2025,0.4019,Positive
204,342005,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,07/04/2025,-0.4215,Negative
204,527008,Account,Our procurement department is questioning the ROI of this contract.,High,18/01/2025,-0.1027,Negative
205,163560,Account,Our procurement department is questioning the ROI of this contract.,Low,22/03/2025,-0.1027,Negative
205,204359,Account,The dashboard is beautiful and very intuitive for our executives.,Low,18/01/2025,0.5994,Positive
206,202540,Account,The dashboard is beautiful and very intuitive for our executives.,Low,12/04/2025,0.5994,Positive
206,173233,Account,The custom reporting tool is a game changer for our QBRs.,Low,07/02/2025,0.75,Positive
206,813234,Account,Really appreciate the proactive check-in from our Success Manager.,Low,08/05/2025,0.8676,Positive
207,272224,Account,Really appreciate the proactive check-in from our Success Manager.,Low,07/04/2025,0.8676,Positive
207,715218,Account,"Major regression found in the latest deployment, reporting is broken.",High,23/02/2025,-0.4767,Negative
208,884115,Account,Can you provide the IP range for whitelisting?,Low,17/04/2025,0.0,Neutral
209,351598,Account,Higher ROI than the previous vendor we used. Great value.,Low,27/01/2025,0.7579,Positive
209,885745,Account,Quick question about the upcoming webinar schedule.,Low,25/01/2025,0.0,Neutral
209,961483,Account,The latest feature release is exactly what we were looking for.,Low,11/02/2025,0.75,Positive
209,433635,Account,The custom reporting tool is a game changer for our QBRs.,Low,05/02/2025,0.75,Positive
210,431947,Account,The latest feature release is exactly what we were looking for.,Low,22/04/2025,0.75,Positive
210,576272,Account,Does the current plan support multi-factor authentication?,Low,15/01/2025,0.0,Neutral
210,151309,Account,Can you provide the IP range for whitelisting?,Low,09/04/2025,0.0,Neutral
210,546281,Technical,Best-in-class API documentation. We got up and running in a day.,Low,21/03/2025,0.75,Positive
210,639130,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,02/02/2025,-0.75,Negative
210,317170,Account,Our procurement department is questioning the ROI of this contract.,High,13/01/2025,-0.1027,Negative
210,525680,Technical,API documentation is inconsistent with the actual endpoints.,Low,21/04/2025,-0.75,Negative
210,939922,Account,The mobile app is crashing on startup after the iOS update.,Low,12/04/2025,-0.75,Negative
211,988609,Technical,Best-in-class API documentation. We got up and running in a day.,Low,07/02/2025,0.75,Positive
211,849570,Account,Super fast load times even with our massive database.,Low,30/03/2025,0.5994,Positive
212,374613,Account,The latest feature release is exactly what we were looking for.,Low,30/03/2025,0.75,Positive
212,998904,Account,Updating our billing address who should I send this to?,Low,16/02/2025,0.0,Neutral
213,991475,Account,Incredible response time from the technical support team.,Low,26/03/2025,0.4019,Positive
213,537711,Account,Security audit failed due to your outdated SSO implementation.,Low,20/02/2025,-0.2263,Negative
213,239867,Account,The mobile app is crashing on startup after the iOS update.,Low,05/04/2025,-0.75,Negative
213,980376,Technical,Best-in-class API documentation. We got up and running in a day.,Low,30/05/2025,0.75,Positive
214,747602,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,29/05/2025,-0.4576,Negative
214,629197,Account,The new automated workflow saved our team 10 hours this week!,Low,07/03/2025,0.4753,Positive
214,171112,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,28/03/2025,-0.75,Negative
214,772652,Technical,API documentation is inconsistent with the actual endpoints.,Low,27/03/2025,-0.75,Negative
215,114381,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,05/05/2025,-0.75,Negative
215,641145,Account,Higher ROI than the previous vendor we used. Great value.,Low,24/02/2025,0.7579,Positive
215,718229,Account,The mobile app is crashing on startup after the iOS update.,Low,01/05/2025,-0.75,Negative
216,339617,Account,The mobile app is crashing on startup after the iOS update.,Low,02/02/2025,-0.75,Negative
216,256563,Account,The custom reporting tool is a game changer for our QBRs.,Low,07/05/2025,0.75,Positive
216,276536,Account,Security audit failed due to your outdated SSO implementation.,Low,23/04/2025,-0.2263,Negative
216,679430,Account,Really appreciate the proactive check-in from our Success Manager.,Low,08/02/2025,0.8676,Positive
217,238718,Account,The mobile app is crashing on startup after the iOS update.,Low,23/01/2025,-0.75,Negative
217,649220,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,09/05/2025,-0.4576,Negative
217,727846,Account,Our procurement department is questioning the ROI of this contract.,High,02/02/2025,-0.1027,Negative
217,379782,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,23/03/2025,-0.4118,Negative
218,223801,Account,Our procurement department is questioning the ROI of this contract.,Low,19/03/2025,-0.1027,Negative
218,970698,Technical,Is there a limit on the number of API calls per minute?,Low,08/05/2025,0.0,Neutral
218,596543,Account,Super fast load times even with our massive database.,Low,23/02/2025,0.5994,Positive
218,193064,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,26/03/2025,-0.4215,Negative
219,563340,Account,"Major regression found in the latest deployment, reporting is broken.",High,01/04/2025,-0.4767,Negative
220,331804,Technical,API documentation is inconsistent with the actual endpoints.,Low,22/03/2025,-0.75,Negative
221,650702,Account,Incredible response time from the technical support team.,Low,26/01/2025,0.4019,Positive
221,594920,Account,Super fast load times even with our massive database.,Low,29/01/2025,0.5994,Positive
221,839266,Account,Our procurement department is questioning the ROI of this contract.,Low,29/03/2025,-0.1027,Negative
222,667297,Account,Super fast load times even with our massive database.,Low,10/02/2025,0.5994,Positive
222,694826,Account,Quick question about the upcoming webinar schedule.,Low,16/03/2025,0.0,Neutral
223,246986,Account,How do I reset the password for a sub-user?,Low,13/02/2025,0.0,Neutral
223,319752,Technical,Integration with Slack was seamless. Love the notifications.,Low,29/04/2025,0.6369,Positive
223,120187,Account,Super fast load times even with our massive database.,Low,29/04/2025,0.5994,Positive
224,298465,Account,Incredible response time from the technical support team.,Low,20/03/2025,0.4019,Positive
224,291781,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,24/03/2025,-0.75,Negative
224,495899,Account,The dashboard is beautiful and very intuitive for our executives.,Low,09/01/2025,0.5994,Positive
224,273312,Account,Quick question about the upcoming webinar schedule.,Low,10/04/2025,0.0,Neutral
225,108623,Account,Really appreciate the proactive check-in from our Success Manager.,Low,16/05/2025,0.8676,Positive
225,617398,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,29/04/2025,-0.75,Negative
225,183812,Account,Higher ROI than the previous vendor we used. Great value.,Low,12/05/2025,0.7579,Positive
226,663045,Account,Requesting a copy of the latest SOC2 Type II report.,Low,09/03/2025,0.0,Neutral
226,393966,Account,"Major regression found in the latest deployment, reporting is broken.",High,05/04/2025,-0.4767,Negative
227,526053,Account,"Major regression found in the latest deployment, reporting is broken.",High,15/01/2025,-0.4767,Negative
228,181607,Technical,Is there a limit on the number of API calls per minute?,Low,13/01/2025,0.0,Neutral
228,537794,Account,The mobile app is crashing on startup after the iOS update.,Low,21/02/2025,-0.75,Negative
228,169046,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,22/03/2025,-0.4576,Negative
228,336975,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,12/03/2025,-0.4118,Negative
228,340105,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,14/05/2025,-0.75,Negative
228,890379,Account,The latest feature release is exactly what we were looking for.,Low,10/02/2025,0.75,Positive
229,549322,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,17/03/2025,-0.75,Negative
229,854235,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,12/01/2025,-0.4215,Negative
229,881112,Account,Our procurement department is questioning the ROI of this contract.,Low,02/03/2025,-0.1027,Negative
230,625990,Account,The mobile app is crashing on startup after the iOS update.,Low,02/01/2025,-0.75,Negative
230,718159,Account,Our procurement department is questioning the ROI of this contract.,Low,30/04/2025,-0.1027,Negative
230,189951,Technical,API documentation is inconsistent with the actual endpoints.,Low,28/01/2025,-0.75,Negative
230,713004,Account,Can you provide the IP range for whitelisting?,Low,07/03/2025,0.0,Neutral
230,549467,Account,Really appreciate the proactive check-in from our Success Manager.,Low,01/01/2025,0.8676,Positive
231,864937,Account,Really appreciate the proactive check-in from our Success Manager.,Low,21/01/2025,0.8676,Positive
231,420900,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,20/01/2025,-0.4118,Negative
231,338577,Technical,Best-in-class API documentation. We got up and running in a day.,Low,07/05/2025,0.75,Positive
231,387133,Technical,Integration with Slack was seamless. Love the notifications.,Low,03/02/2025,0.6369,Positive
231,910957,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,25/03/2025,-0.75,Negative
232,386530,Account,Security audit failed due to your outdated SSO implementation.,Low,11/05/2025,-0.2263,Negative
232,939340,Account,The new automated workflow saved our team 10 hours this week!,Low,14/02/2025,0.4753,Positive
232,856172,Technical,API documentation is inconsistent with the actual endpoints.,Low,17/04/2025,-0.75,Negative
233,602113,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,21/03/2025,-0.4215,Negative
233,167893,Account,The latest feature release is exactly what we were looking for.,Low,02/03/2025,0.75,Positive
233,506359,Account,The new automated workflow saved our team 10 hours this week!,Low,25/01/2025,0.4753,Positive
234,894491,Technical,API documentation is inconsistent with the actual endpoints.,Low,11/05/2025,-0.75,Negative
234,333537,Account,Super fast load times even with our massive database.,Low,14/04/2025,0.5994,Positive
234,598367,Account,"Major regression found in the latest deployment, reporting is broken.",High,19/01/2025,-0.4767,Negative
234,839769,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,24/05/2025,-0.4215,Negative
235,736165,Account,Where can I find the invoice for March 2025?,Low,30/05/2025,0.0,Neutral
235,889560,Account,The dashboard is beautiful and very intuitive for our executives.,Low,21/04/2025,0.5994,Positive
235,926681,Account,Quick question about the upcoming webinar schedule.,Low,22/04/2025,0.0,Neutral
235,713145,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,02/03/2025,-0.75,Negative
236,856633,Account,Updating our billing address who should I send this to?,Low,03/03/2025,0.0,Neutral
236,142704,Account,The latest feature release is exactly what we were looking for.,Low,14/05/2025,0.75,Positive
236,122627,Account,Really appreciate the proactive check-in from our Success Manager.,Low,05/01/2025,0.8676,Positive
237,605158,Account,Really appreciate the proactive check-in from our Success Manager.,Low,18/05/2025,0.8676,Positive
237,420152,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,01/05/2025,-0.75,Negative
238,219648,Account,The dashboard is beautiful and very intuitive for our executives.,Low,22/03/2025,0.5994,Positive
239,928732,Account,Higher ROI than the previous vendor we used. Great value.,Low,30/04/2025,0.7579,Positive
239,516745,Account,The latest feature release is exactly what we were looking for.,Low,15/03/2025,0.75,Positive
239,514503,Account,Really appreciate the proactive check-in from our Success Manager.,Low,07/04/2025,0.8676,Positive
240,503754,Technical,Best-in-class API documentation. We got up and running in a day.,Low,16/01/2025,0.75,Positive
240,515329,Account,Quick question about the upcoming webinar schedule.,Low,23/05/2025,0.0,Neutral
240,968036,Account,Security audit failed due to your outdated SSO implementation.,Low,04/02/2025,-0.2263,Negative
241,405245,Account,The new automated workflow saved our team 10 hours this week!,Low,12/04/2025,0.4753,Positive
241,147282,Account,Really appreciate the proactive check-in from our Success Manager.,Low,19/04/2025,0.8676,Positive
241,325194,Account,The latest feature release is exactly what we were looking for.,Low,04/05/2025,0.75,Positive
241,114157,Account,The dashboard is beautiful and very intuitive for our executives.,Low,04/03/2025,0.5994,Positive
242,459855,Technical,API documentation is inconsistent with the actual endpoints.,Low,30/03/2025,-0.75,Negative
242,369361,Account,The latest feature release is exactly what we were looking for.,Low,12/05/2025,0.75,Positive
243,113076,Account,"Major regression found in the latest deployment, reporting is broken.",High,11/03/2025,-0.4767,Negative
244,640170,Account,Incredible response time from the technical support team.,Low,09/05/2025,0.4019,Positive
245,330569,Account,The latest feature release is exactly what we were looking for.,Low,28/02/2025,0.75,Positive
245,764122,Account,The new automated workflow saved our team 10 hours this week!,Low,10/01/2025,0.4753,Positive
245,428756,Technical,Best-in-class API documentation. We got up and running in a day.,Low,24/01/2025,0.75,Positive
245,466952,Account,Requesting a copy of the latest SOC2 Type II report.,Low,18/05/2025,0.0,Neutral
246,441332,Account,"Major regression found in the latest deployment, reporting is broken.",High,05/01/2025,-0.4767,Negative
246,103029,Account,Incredible response time from the technical support team.,Low,21/05/2025,0.4019,Positive
247,810364,Account,Higher ROI than the previous vendor we used. Great value.,Low,19/03/2025,0.7579,Positive
247,493715,Account,Our procurement department is questioning the ROI of this contract.,Low,17/02/2025,-0.1027,Negative
247,546525,Account,Quick question about the upcoming webinar schedule.,Low,19/03/2025,0.0,Neutral
248,975161,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,10/03/2025,-0.75,Negative
248,600097,Account,Requesting a copy of the latest SOC2 Type II report.,Low,26/01/2025,0.0,Neutral
248,489599,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,29/04/2025,-0.4215,Negative
249,506743,Technical,Integration with Slack was seamless. Love the notifications.,Low,08/04/2025,0.6369,Positive
249,103739,Account,Really appreciate the proactive check-in from our Success Manager.,Low,25/03/2025,0.8676,Positive
249,793750,Account,Super fast load times even with our massive database.,Low,26/01/2025,0.5994,Positive
249,563876,Account,"Major regression found in the latest deployment, reporting is broken.",High,08/04/2025,-0.4767,Negative
250,661288,Account,Quick question about the upcoming webinar schedule.,Low,14/05/2025,0.0,Neutral
250,158244,Account,The new automated workflow saved our team 10 hours this week!,Low,10/04/2025,0.4753,Positive
250,167430,Account,The latest feature release is exactly what we were looking for.,Low,26/05/2025,0.75,Positive
